,price,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,Battery Cell,MS Office Provided,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Cache,Graphic Processor,OS Architecture,Operating System,Supported Operating System,Mic In,USB Port,HDMI Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Keyboard,Backlit Keyboard,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Battery Backup,Power Supply,Chipset,RAM Frequency,Number of Cores,System Architecture,Multi Card Slot,Hardware Interface,Sound Chip,Sound Properties,Finger Print Sensor,Security Chip,Pointer Device,Included Software,Additional Features,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Memory Slots,Refresh Rate,Ethernet,Expandable Memory,Color Gamut,Certification,International Warranty,RJ45,Lock Port,HDD Capacity,Face Recognition,Wireless WAN,Antivirus,Laptop Bag,Brightness,EMMC Storage Capacity,NFC Support,RPM,Stylus Included,Firewire Port,VGA Port,S-video,RJ11,Other Accessories,Dock Port,Read/Write Speed,TGP,Recovery Options,Inbuilt 4G LTE
854,"₹59,990","Laptop, AC Adapter, User Guide, Manuals",D560584WIN9BD,D560584WIN9BD,,,Silver,Laptop,Processing & Multitasking,,Yes,AMD,Ryzen 3 Dual Core,,Yes,512 GB,8 GB,DDR4,12700H,3.0 GHz with Turbo Boost upto 4.0 GHz,,AMD Radeon,,Windows 10 Home,,Yes,"1 x Type-C USB 3.2 Gen 2, 2 x Type-A USB 3.2 Gen 2",,No,39.62 cm (15.6 inch),1920 X 1080$$Pixels pixel,Full HD WVA AG 120Hz 250 nits Narrow Border,Built-in Dual Speakers,,AX 2x2 (WiFi 6),v5.0,362.2 x 253.4 x 19.9,1.6 Kg,Not Available,HD Webcam,Single Backlit Keyboard (White),,1 YEAR,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,"₹67,999","Laptop, Power Adaptor, User Guide, Warranty Documents",FX506LH-HN258WS,90NR03U2-M10250,,,Black Plastic,Gaming Laptop,Gaming,,Yes,Intel,Core i5,,Yes,512 GB,8 GB,DDR4,11800H,,,NVIDIA GeForce GTX 1650,,Windows 11 Home,,Yes,"1 x USB 2.0, 2 x USB 3.2 Gen 1",,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels pixel,"Full HD IPS Anti-glare Micro-edge WLED-backlit Display (Brightness: 250 nits, 141 ppi, Color Gamut: 45% NTSC)",Built in dual stereo speakers,,802.11ac,v5.1,302 x 209 x 21.3 mm,1.65 Kg,Not Available,HD 720p with Privacy Shutter,Non Backlit Keyboard,,1 Year Onsite warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,"₹2,11,990","Laptop, Battery, Adapter, Cables and User Manuals",82K101B6IN|82K101FTIN,"82K101B6IN, 82K101FTIN",,,Shadow Black,Gaming Laptop,Gaming,,Yes,Intel,Core i5,,Yes,512 GB,8 GB,DDR4,Ryzen 7-4800HS,,,NVIDIA GeForce GTX 1650,,Windows 11 Home,,Yes,"2 x USB 3.1 (1st Gen) Type A, 2 x USB Type C",,No,100.63 cm (39.62 cm),1920 x 1080 Pixel,"FHD, IPS (300 nits Anti-glare, 45% NTSC)",Built-in Dual Speakers,,"Wi-Fi 6 11ax, 2x2",v5.0,356.67 x 233.13 x 17.9 mm,1.5 kg,Not Available,720p HD Webcam (30fps),Acer FineTip Keyboard with International Language Support,,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidentaly Damage Protection,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,"₹43,490","Laptop, Power Adaptor, User Guide, Warranty Documents",TB14s ITL Yoga,20WEA01EIH,,,Mineral Grey,2 in 1 Laptop,Processing & Multitasking,,Yes,Intel,Core i7,,Yes,512 GB,16 GB,DDR4,1135G7,,,Intel Integrated Iris Xe,,Windows 10 Home,,Yes,"1x USB 3.2 Gen 1, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1",,Yes,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD, IPS, micro-edge, BrightView, Brightness: 250 nits, 157 ppi, Color Gamut: 45%NTSC",Yes,,Intel Wi-Fi 6 AX201 (2*2 ax),v4.0,306 x 194.5 x 16.9 mm,1.07 Kg,Not Available,720p Webcam with Privacy Shutter,"Backlit, English",,3 years premier Warranty,Onsite,Manufacturing Defects,Accidental Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,"₹65,499","Laptop, Battery, Adapter, Cables and User Manuals",G15-5510 / inspiron 5510,D560474WIN9BE,,,Dark Shadow Grey,Gaming Laptop,"Gaming, Processing & Multitasking",,Yes,Intel,Core i5,,Yes,1 TB,16 GB,DDR4,8265U,,,NVIDIA GeForce GTX 1650,,Windows 10,,Yes,"2 x USB 3.1 (2nd Gen) Type C with Thunderbolt 3 (40 Gbps Signaling Rate, Power Delivery 3.0, DisplayPort 1.4, HP Sleep and Charge), 1 x USB 3.1 (1st Gen) Type A (HP Sleep and Charge)",,No,39.62 cm (15.6 inch),1920 x 1080 pixel,"HD resolution, Acer ComfyViewTM LED-backlit TFT LCD",speakers Two built-in stereo speakers,,"11ac, 2x2",v5.0,324.2 x 215.2 x 19.9 mm,1.65 kg,Not Available,HD Webcam,Full-size Island-style Poseidon Blue Backlit Keyboard,,1 Year Premium Support,Onsite,"(1) Manufacturer’s warranty against faulty workmanship or defective parts; (2) ADP-Single repair once in year against all Liquid spills, unintentional bump and drops, electric surge, cracks on screen; (3) Premium Care- 24x7 on call support, Software support in case of HDD failure","(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty; (3) Premium Care & ADP- Not covered in case of Theft, fire, rain, flood and part alteration",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,"₹51,990","Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",7548,Y568501HIN9,,,Silver,Laptop,Gaming,,Yes,Intel,Core i5,,No,512 GB,8 GB,DDR3,MT8183,,,AMD Radeon R7 M270,,Windows 10 Home,,Yes,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer only)",,Yes,39.62 cm (15.6 inch),1366 x 768 pixel,"Full HD IPS 250nits Anti-glare, 60Hz, 45% NTSC, DC dimmer",Built-in Quad Speaker,,IEEE 802.11a/b/g/n/ac,v5.0,359.6 x 251.9 x 24.2 mm,1.19 kg,Not Available,720p,Hindi Keyboard,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,"₹88,990","Laptop, Power Adaptor, User Guide, Warranty Documents",IdeaPad Gaming 3 15ARH05,82EY00U7IN,,,Onyx Black,Gaming Laptop,"Gaming, Processing & Multitasking",,Yes,AMD,Ryzen 5 Hexa Core,,No,512 GB,8 GB,DDR4,5500U,,,NVIDIA GeForce GTX 1650,,Windows 10 Home,,Yes,"2 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer only)",,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, Value IPS level, Anti Glare Display, Refresh Rate: 144 Hz, 16:9, Viewing Angle: 170 Degree, Brightness: 250 nits, 1:1000 Contrast, 45% NTSC, 62.5% SRGB, 47.34% Adobe, Adaptive-Sync Technology",Built-in Dual Speakers,,"Wi-Fi 6 11ax, 2x2",v5.0,355 x 243 x 19.9 mm,2.2 kg,Not Available,HP TrueVision HD IR Webcam,"White Backlit, English",,1 Year Warranty + 1 Year Premium Care + 1 Year ADP,Onsite,Manufacturing Defects,Accidental Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,"₹73,990","Laptop, Battery, Adapter, Cables and User Manuals",Vostro 3400,D552218WIN9DE,,,Dune,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",,Yes,Intel,Core i3,,Yes,256 GB,4 GB,DDR4,8265U,,,Intel Integrated UHD,,Windows 11 Home,,Yes,"2 x USB 3.2 Gen 2 Type-A, 2 x USB 3.2 Gen 2 Type-C support DisplayPort/power delivery",,No,88.9 cm (35 cm),1920 x 1080 Pixels,Anti-Glare Display,Built-in Speakers,,Intel Wi-Fi 6 AX 201 (2x2),v5.0,325 x 216 x 17,1.8 Kg,Not Available,1M HD Camera,Backlit Chiclet Keyboard 1-Zone RGB,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,"₹68,990","Laptop, battery, adapter, cables and user manuals",14-dy0207TU,67G60PA#ACJ,,,Natural Silver,Thin and Light Laptop,Processing & Multitasking,,Yes,Intel,Core i3,,Yes,1 TB,8 GB,DDR4,10300H,,,Intel Integrated UHD,,Windows 11 Home,,Yes,"1 x SuperSpeed USB Type-C 10Gbps Signaling Rate (USB Power Delivery, DisplayPort 1.4, HP Sleep and Charge), 2 x SuperSpeed USB Type-A 5Gbps Signaling Rate",,Yes,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD LED Backlit, Anti-Glare IPS Display (250 nits Brightness, 60Hz Refresh Rate, 3-Sided Narrow Bezel)",Built-in Stereo Speakers,,802.11ac 2x2 Wi-Fi,v5.2,359.2 x 235.8 x 19.9 mm,1.63 Kg,Not Available,HD 720p with Camera Shutter,"Full-size, Backlit, Natural Silver Keyboard",,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,"₹56,990","Laptop, User manual, Adapter",X1505ZA-L1311WS,90NB0ZB1-M00120,,,Indie Black,Thin and Light Laptop,Processing & Multitasking,,No,Intel,Core i3,,Yes,512 GB,8 GB,DDR4,3450U,,,Intel Integrated UHD,,Windows 11 Home,,Yes,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (Support Data Transfer Only)",,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,QHD WVA AG 240 Hz 400 nits Gsync Discrete LBL Narrow Border,Dual Speakers,,"Wi-Fi 6 11ax, 2x2",v5.2,367.8 x 236.1 x 18.9 mm,1.3 Kg,Not Available,720P HD IR Camera for Windows Hello,Backlit,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,"₹43,090","Laptop, Power Adapter, User Guide, Warranty Documents",15ITL6,82H802KVIN,,,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,,Yes,Intel,Core i5,,Yes,512 GB,8 GB,DDR4,1235U,,,Intel Integrated Iris Xe Graphics,,Windows 11 Home,,Yes,3,,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"QHD (165 Hz, 3 ms response time IPS, micro-edge, anti-glare, Low Blue Light, Brightness: 300 nits, 182 ppi)",Yes,,Wi-Fi 6E (802.11ax) (Dual band) 2 x 2,v5.2,359.2 x 236.5 x 19.9 mm,1.7 Kg,Not Available,HP Wide Vision 720p HD Webcam,"Backlit, English",,2 Years Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,"₹54,490","Laptop, Battery, Adapter, Cables, User Manuals",16-e0305AX,6K467PA#ACJ,,,Mica Silver,Gaming Laptop,"Everyday Use, Gaming",,Yes,AMD,Ryzen 7 Octa Core,,Yes,512 GB,8 GB,DDR4,1165G7,,,NVIDIA GeForce RTX 3050,,Windows 11 Home,,Yes,"1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1 (support data transfer only)",,No,40.89 cm (16.1 inch),1920 x 1080 Pixels,14-inch FHD (1920x1080) 16:9 anti-glare display sRGB: 100% Adobe: 75.35% Refresh Rate: 120Hz IPS-level,Built-in Dual Speakers,,Realtek Wi-Fi CERTIFIED 6 (2x2),YES,358 x 242 x 17.9 mm,1.26 kg,Not Available,"1MP HD with Array Microphone, with Thinkshutter","Full-size, Jet Black keyboard with numeric keypad",,1 Year Onsite Warranty,Onsite,MANUFACTURING DEFECT,PHYSICAL DEFECT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,"₹50,799","Laptop, Power Adaptor, User Guide, Warranty Documents",15-eg2091TU,7G761PA#ACJ,,,Natural Silver,Thin and Light Laptop,Processing & Multitasking,,Yes,Intel,Core i5,,Yes,512 GB,16 GB,DDR4,10110U,,,Intel Integrated Iris Xe,,Windows 11 Home,,Yes,"1x SuperSpeed USB Type-C 5Gbps signaling rate, 2x SuperSpeed USB Type-A 5Gbps signaling rate",,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"FHD, (TN 250 nits Anti-glare)",Built-in Dual Speakers,,802.11ac 2x2 Wi-Fi,v5.0,358 x 235 x 18.9 mm,1.66 Kg,Not Available,HD 720p,Backlit Keyboard,,1 Year Onsite Warranty,ONSITE,Manufacturer’s warranty against faulty workmanship or defective parts,(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,"₹52,990","User Manual, Laptop, Charger, Adapter, Warranty Card",3000,D560653WIN9B,,,Carbon Black,Laptop,Everyday Use,,Yes,Intel,Core i5,,Yes,512 GB,8 GB,DDR4,N4000,,,NA,,Windows 11 Home,,Yes,"2 x USB 3.2 Gen1, 1 x USB 2.0",,No,39.62 cm (15.6 inch),1920 x 1080 pixel,Full HD LED Backlit Anti-glare NanoEdge Display,Built-in Dual Speakers,,Yes,v5.0,326 x 229.3 x 18.5 mm,1.27 kg,Not Available,HD webcam with: 1280 x 720 resolution,Backlit Chiclet Keyboard,,1 YEAR,Onsite,Manufacturing Defects,Physical Damages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,"₹76,290","Laptop, Power Adaptor, User Guide, Warranty Documents",15ALC6,82KU017KIN,,,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,,Yes,AMD,Ryzen 5 Hexa Core,,Yes,512 GB,8 GB,DDR4,1135G7,,,AMD Radeon AMD,,Windows 11 Home,,Yes,"2 x USB Type A, 1 x USB Type C",,No,39.62 cm (15.6 inch),1920 x 1080 pixel,"HD Touch IPS Anti-glare Display (220 nits Brightness, 50% NTSC, 73% Screen-to-body Ratio)",Built-in Dual Speakers,,Intel Wireless Wi-Fi 6 AX201,v5.0,359.2 x 236.5 x 19.9 mm,1.6 kg,Not Available,HD 720p with Privacy Shutter,"Backlit, English",,2 Years Onsite�Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,"₹73,070","Laptop, Power Adaptor, User Guide, Warranty Documents",13-ak1004TU,3P296PA,,,Cognac Brown,2 in 1 Laptop,Processing & Multitasking,,Yes,Intel,Core i7,,Yes,512 GB,16 GB,LPDDR3,1035G4,,,NVIDIA GeForce GTX,,Windows 10 Home,,Yes,"1 x USB 2.0, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer only)",,Yes,33.78 cm (13.3 inch),1920 x 1080 Pixel,"Full HD TN 250nits Anti-glare, 45% NTSC",Dual Stereo Speakers,,"Wi-Fi 6 11ax, 2x2",v5.2,363.4 x 254.5 x 23.25 mm,2.25 kg,Not Available,HD,FineTip Backlit Keyboard with Independent Standard Numeric Keypad (International Language Support),,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,"₹61,890","Laptop, Power Adaptor, User Guide, Warranty Documents",ExpertBook P2 P2451FB,90NX02P1-M02130,,,Star Black,Thin and Light Laptop,Processing & Multitasking,,No,Intel,Core i5,,No,1 TB,8 GB,DDR4,1135G7,,,NVIDIA GeForce MX110,,Windows 10 Pro,,Yes,"1 x USB 2.0, 2 x USB 3.2 (1st Gen), 1 x USB Type C",,No,35.56 cm (14 inch),1920 x 1080 Pixel,Full HD LED Backlit Wideview NanoEdge Display,Dual Stereo Speakers,,MediaTek Wi-Fi CERTIFIED 6 MT7921 (2x2),v5.2,320 x 203 x 14.9 mm,1.90 kg,Not Available,HD Webcam,Backlit Chiclet Keyboard,,3 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,"₹45,126","Laptop, battery, adapter, cables and user manuals",Inspiron 3520,D560920WIN9G,,,Dark Green Speckle,Thin and Light Laptop,Processing & Multitasking,,Yes,Intel,Core i3,,Yes,512 GB,8 GB,DDR4,11320H,,,Intel Integrated UHD,,Windows 11 Home,,Yes,"1 x USB Type A, 2 x USB Type C",,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD LED Backlit Anti-glare IPS Display (120Hz Refresh Rate, 250 nits Brightness)",Built-in Stereo Speakers,,802.11ac 1x1 WiFi,V5.1,328.9 x 234.35 x 18.8 mm,1.41 Kg,Not Available,720p with Privacy Shutter,"Non-backlit, English",,1 Year Onsite Hardware Service,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,"₹2,39,759","Laptop, Power Adaptor, User Guide, Warranty Documents",15IAU7,82RK0062IN,,,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,,Yes,Intel,Core i5,,Yes,512 GB,8 GB,DDR4,6900HS,,,Intel Integrated UHD Graphics,,Windows 11 Home,,Yes,"2x USB 3.2 Gen 1, 2x USB-C 3.2 Gen 1 (support data transfer, Power Delivery and DisplayPort)",,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD WVA AG Narrow Border Display,Built-in Speakers,,IEEE 802.11ac,V5.0,359.2 x 236.5 x 19.9 mm,1.7 kg kg,Not Available,HD 720P Webcam,"Backlit, English",,2 Year Onsite Warranty,Carry-in,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,"₹83,990","Laptop, Power Adaptor, User Guide, Warranty Documents",13IAP7,82U90080IN,,,Moon White,Thin and Light Laptop,Processing & Multitasking,,No,Intel,Core i7,,Yes,512 GB,16 GB,LPDDR5,5500U,,,Intel Integrated Iris Xe,,Windows 11 Home,,,"1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1 (support data transfer, Power Delivery 3.0, and DisplayPort 1.2)",,Yes,33.78 cm (13.3 Inch),2560 x 1600 Pixel,"FHD, TN 250nits Anti-glare",Built-in Speaker,,"11ac, 2x2",v5.0,356.67 x 233.13 x 17.9 mm,1.9 Kg,Not Available,HD Webcam,"Backlit, English",,3 Years Onsite Warranty + 3 Year Premium Care + 1 Year Accidental Damage Protection,Carry-in,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,"₹63,308","Laptop, Power Adaptor, User Guide, Warranty Documents",15IHU6,82K1019BIN,,,Shadow Black,Gaming Laptop,Gaming,,Yes,Intel,Core i5,,Yes,256 GB,16 GB,DDR4,1115G4,,,NVIDIA GeForce RTX 3050,,Windows 11 Home,,,"1 x USB 3.2 Gen 1, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1",,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD Display (60Hz, 72% NTSC, IPS-Level, Close to 100%sRGB)",Built in dual stereo speakers,,IEEE 802.11a/b/g/n/ac,v5.1,364 x 249 x 20 mm,1.65 Kg,Not Available,720p,English International Backlit Keyboard,,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidental Damage Protection,Onsite,"(1) Manufacturer’s warranty against faulty workmanship or defective parts; (2) ADP-Single repair once in year against all Liquid spills, unintentional bump and drops, electric surge, cracks on screen; (3) Premium Care- 24x7 on call support, Software support in case of HDD failure","(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty; (3) Premium Care & ADP- Not covered in case of Theft, fire, rain, flood and part alteration",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,"₹58,490","Laptop, Power Adaptor, User Guide, Warranty Documents",14s-ef1002tu,6Q121PA#ACJ,,,Natural Silver,Thin and Light Laptop,Processing & Multitasking,,Yes,Intel,Core i3,,Yes,512 GB,8 GB,DDR4,1135G7,,,Intel Integrated UHD,,Windows 11 Home,,,"2 x USB 3.2 (1st Gen), 1 x USB 2.0",,No,35.56 cm (14 Inch),1920 x 1080 Pixel,Full HD TN 220nits Anti-glare Display,Built-in Dual Speakers,,IEEE 802.11ac,v4.1,36.00 x 23.50 x 1.99,1.69 Kg,Not Available,HD 720p with Privacy Shutter,Chiclet Keyboard with Numeric Keypad,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,"₹1,81,890","Laptop, Power Adaptor, User Guide, Warranty Documents",IdeaPad 5 15ITL05,82FG01B5IN,,,Graphite Grey,Thin and Light Laptop,Processing & Multitasking,,No,Intel,Core i5,,Yes,512 GB,16 GB,DDR4,11390H,,,Intel Integrated Iris Xe Graphics,,Windows 11 Home,,,1x USB 3.2 Gen 1 Type-A | 1x USB 3.2 Gen 1 Type-C | 2x USB 2.0 Type-A,,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,HD LED Backlit IPS ComyfyView Display (16:9 Aspect Ratio),Built-in Stereo Speakers,,"Intel 9560 11ac, 2x2",yes,356.67 x 233.13 x 17.9 mm,1.8 Kg,Not Available,720p with Privacy Shutter,"Backlit, English",,1 Year Onsite�Warranty�+ 1 Year Premium Care + 1 Year Accidental Damage Protection,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,"₹68,990","Laptop, Power Adaptor, User Guide, Warranty Documents",EX215-31,UN.EFTSI.002,,,Black,Laptop,Processing & Multitasking,,No,Intel,Pentium Quad Core,,Yes,512 GB,4 GB,DDR4,1135G7,,,Intel Integrated UHD 605,,Windows 10 Home,,,"1x USB 3.2 Gen 1, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1",,No,39.62 cm (15.6 inches),1366 x 768 Pixels,"FHD, IPS (300 nits Anti-glare, 45% NTSC)",Built-in Dual Speakers,,"Wi-Fi 6 11ax, 2x2",v4.1,358 x 244 x 19.4 mm,1.22 kg,Not Available,HD Webcam,Island-style Backlit Keyboard,,One-year International Travelers Warranty (ITW),Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,"₹48,490","Laptop, Battery, Adapter, Cables and User Manuals",UX3402ZA-KM732WS,90NB0WC2-M00380/ 90NB0WC2-M00LU0,,,Aqua Celadon,Laptop,Processing & Multitasking,,Yes,Intel,Core i7,,Yes,512 GB,16 GB,LPDDR5,1115G4,,,Intel Integrated Intel Iris X Graphics,,Windows 11 Home,,,"2 x USB 3.0, 1 x USB 3.1 Type C",,No,35.56 cm (14 inch),2880 x 1800 pixel,"Full HD WLED Backlit BrightView IPS Micro-edge Touch Display with Anti-reflection Corning Gorilla Glass NBT (400 nits Brightness, 100% sRGB)",speakers Two built-in stereo speakers,,"11ax, 2x2",v5.0,324 x 225.9 x 19.9mm,1.65 kg,Not Available,VGA Webcam (Without Privacy Shutter),Full Size Textured island-style Keyboard,,1 Year,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,"₹67,999","Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",520-15IKB,81BF00KEIN,,,Bronze,Laptop,Processing & Multitasking,,Yes,Intel,Core i5,,No,512 GB,8 GB,DDR4,1135G7,,,NVIDIA GeForce MX150,,Windows 10 Home,,,"3 x USB Type A, 1 x USB Type C",,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,Full HD IPS LED Anti-glare Display,Built-in Stereo Speakers,,IEEE 802.11ac,v4.1,325.3 x 232.9 x 19.9 mm,2.15 kg,CD/DVD writer,720p,Backlit Chiclet Keyboard with SensePoint,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,"₹24,500","Laptop, Battery, Adapter, Cables and User Manuals",82K101B6IN|82K101FTIN,"82K101B6IN, 82K101FTIN",,,Shadow Black,Gaming Laptop,Gaming,,Yes,Intel,Core i5,,Yes,512 GB,8 GB,DDR4,8265U,,,NVIDIA GeForce GTX 1650,,Windows 11 Home,,,"2 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1 (support data transfer only)",,No,100.63 cm (39.62 cm),1920 x 1080 Pixel,"Full HD IPS 250nits Anti-glare, 60Hz, 45% NTSC, DC dimmer",Built-In Dual Stereo Speakers,,Wi-Fi 5(802.11ac) Dual Band (1x1),v5.2,359.6 x 251.9 x 24.2 mm,0.995 kg,Not Available,HD 720P Webcam,"White Backlit, English",,1 Year Onsite Warranty + 1 Year Premium Care + 1 Year Accidentaly Damage Protection,Onsite,Manufacturing Defects,Accidental Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,"₹1,04,990","Laptop, Power Adaptor, Battery, User Guide, Warranty Documents",Vostro 3400,D552154WIN9BE,,,Black,Thin and Light Laptop,Processing & Multitasking,,No,Intel,Core i5,,No,1 TB,8 GB,DDR4,5500U,,,Intel Integrated Iris Xe,,Windows 10 Home,,,"2 x SuperSpeed USB Type-C 10Gbps signaling rate (USB Power Delivery, DisplayPort 1.4, HP Sleep and Charge), 1 x SuperSpeed USB Type-A 5Gbps signaling rate 2 x SuperSpeed USB Type-A 5Gbps signaling rate",,No,88.9 cm (35 cm),1920 x 1080 Pixel,"WQHD, Aspect Ratio: 16:9, LED Backlit LCD, Refresh Rate: 165 Hz, Response Time: 3ms, Viewing Angle: 85/85/85/85, IPS-level Panel, Brightness: 300 nits, Contrast Ratio: 1000:1, DCI-P3 %: 100%, Anti-glare Display, Adaptive-Sync, Pantone Validated, Supports Dolby Vision HDR",Built-in Speakers,,"Wi-Fi 6 11ax, 2x2",v5.0,369 x 245 x 22.5 mm,1.4 Kg,Not Available,Yes,"Full-size, 4-zone RGB backlit, mica silver keyboard",,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",Onsite,"(1) Manufacturer’s warranty against faulty workmanship or defective parts; (2) ADP-Single repair once in year against all Liquid spills, unintentional bump and drops, electric surge, cracks on screen; (3) Premium Care- 24x7 on call support, Software support in case of HDD failure","(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty; (3) Premium Care & ADP- Not covered in case of Theft, fire, rain, flood and part alteration",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
