,price,Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,Battery Cell,MS Office Provided,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Cache,Graphic Processor,OS Architecture,Operating System,Supported Operating System,Mic In,USB Port,HDMI Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Keyboard,Backlit Keyboard,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Battery Backup,Power Supply,Chipset,RAM Frequency,Number of Cores,System Architecture,Multi Card Slot,Hardware Interface,Sound Chip,Sound Properties,Finger Print Sensor,Security Chip,Pointer Device,Included Software,Additional Features,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Memory Slots,Refresh Rate,Ethernet,Expandable Memory,Color Gamut,Certification,International Warranty,RJ45,Lock Port,HDD Capacity,Face Recognition,Wireless WAN,Antivirus,Laptop Bag,Brightness,EMMC Storage Capacity,NFC Support,RPM,Stylus Included,Firewire Port,VGA Port,S-video,RJ11,Other Accessories,Dock Port,Read/Write Speed,TGP,Recovery Options,Inbuilt 4G LTE
39,"₹45,126","Laptop, Power Adaptor, User Guide, Warranty Documents",15ALC6,82KU017KIN,XL21,INBook X2 Plus,Arctic Grey,Thin and Light Laptop,Processing & Multitasking,3,Yes,AMD,Ryzen 5 Hexa Core,11th Gen,Yes,512 GB,8 GB,DDR4,AMD R7-6800H,"Base 1.2 GHz, Upto 3.4GHz",11,AMD Radeon AMD,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1x SuperSpeed USB Type-C 10Gbps signaling rate (USB Power Delivery, DisplayPort 1.4, HP Sleep and Charge), 2x SuperSpeed USB Type-A 5Gbps signaling rate",1 x HDMI 1.4,No,39.62 cm (15.6 inch),1920 x 1080 pixel,"FHD, Value IPS-level, anti-glare display (Brightness 250nits, NTSC % 45%, SRGB % 62.5%)",Dual speakers,Built In Dual Digital Array Microphone,"11ax, 2x2",v5.0,360 x 235 x 19.9 mm,1.80 kg,Not Available,720p with Privacy Shutter,"Backlit, English",Yes,2 Years Onsite�Warranty,Onsite,Manufacturer’s warranty against faulty workmanship or defective parts,(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty,1 Year,Upto 7 hours,65W AC Adapter,Intel Celeron Quad Core N5100,3200 MHz,2,64 bit,1 x card reader,NVMe PCIe,SonicMaster,"1.5W x 2, Dolby Audio",Yes,Firmware TPM 2.0,HP Imagepad with multi-touch gesture support,"Microsoft Office Home & Student 2021, HP Documentation, HP BIOS recovery, HP Smart","42WHrs, 3S1P, Li-ion Battery",GDDR6,10 GB,2,60 Hz,100/1000M,Yes,,,1 Year,Yes,Kensington Lock Slot,1 TB,,,McAfee,No,,,,5400,,,No,,,,,,,,
40,"₹46,990","Laptop, Battery, Adapter, Cables and User Manuals",X515EA-EJ522WS,90NB0TY2-M00JP0,XL25,IdeaPad 3,Transparent Silver,Thin and Light Laptop,Processing & Multitasking,4 Cell,Yes,Intel,Core i5,12th Gen,Yes,512 GB,8 GB,DDR4,5500U,MaxTurbo Frequency up to 4.10GHz,6 MB,Intel Integrated Iris Xe,64 bit,Windows 11 Home,Windows 11 Home 64-bit,Yes,"1x USB 3.2 Gen 2 Type-C, 1x USB 3.2 Gen 2 Type-C support, DisplayPort / power delivery, 2x USB 3.2 Gen 1 Type-A",1x HDMI 1.4b,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD (IPS 300nits Anti-glare, 45% NTSC)",Dual speakers,Dual Array Microphone,Wi-Fi 5 (802.11ac),v4.1,325 x 216 x 17.0 mm,1.41 Kg,Not Available,HD Webcam,Backlit Keyboard,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,Upto 11 hours,65 W AC Adapter,Intel SoC Platform,3200 MHz,6,64,1x Card reader,M.2 SATA,SonicMaster,DTS Audio Processing,Yes,Firmware TPM 2.0,HP Imagepad with Multi Touch Gesture Support,Microsoft Office (Trial Only),57Wh Integrated Battery,GDDR6,8 GB,2,144 Hz,Available,16,,,1 Year,No,Kensington Lock Port,1 TB,,,NA,No,,,,5400,,,No,,,,,,,,
41,"₹68,990","Laptop, Power Adapter, User Guide, Warranty Documents",14-dv2014TU,6K9C3PA#ACJ,Inspiron 7420,VivoBook K15 OLED (2022),Natural Silver,Thin and Light Laptop,"Entertainment, Performance",4 Cell,Yes,Intel,Core i5,11th Gen,Yes,512 GB,16 GB,DDR4,1005G1,3.5 GHz upto max turbo frequency at 4.4 Ghz,10MB,Intel Integrated UHD Graphics,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x USB 3.2 Gen 1, 1 x USB 3.2 Gen 1, 1 x USB-C 3.2 Gen 1",1x HDMI 1.4 port,No,35.56 cm (14 inch),1920 x 1080 Pixels,"FHD, IPS Display ( 300nits peak brightness, 100% sRGB, NTSC 72%)",Built-in Stereo Speakers,Built-in Microphone,Intel Wi-Fi 6E (6GHz) AX211 2x2,v5.2,35.4 x 25.9 x 20.6 mm,2.10 Kg,Not Available,1080P FHD Webcam,Backlit Keyboard,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,Upto 9.2 hours,45 W,AMD SoC Platform,3200 MHz,8,64 Bit,Yes,NVMe PCIe,High Definition Audio,"Dolby Audio, High Definition (HD) Audio, Realtek ALC3287 codec",No,Firmware TPM 2.0,Multi-gesture Touchpad,"Built-in Apps: iMovie, Siri, GarageBand, Pages, Numbers, Photos, Keynote, Safari, Mail, FaceTime, Messages, Maps, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Books, App Store, Time Machine, TV, Music, Podcasts, Find My, QuickTime Player",45 Wh Li-ion Battery,GDDR6,6 GB,2,120 Hz,100/1000 MBPS,Upto 16 GB,,,1 Year,Yes,Kensington Lock Port,1 TB,,,McAfee Multi Device Security 15 Months Subscription,No,,,,5400,,,No,,,,,,,,
42,"₹99,990","Laptop, Power Adaptor, User Guide, Warranty Documents",G513RC-HN062W,90NR08A6-M00340,15IAU7,Swift 3,Volt Green,Gaming Laptop,Gaming,3,No,AMD,Ryzen 7 Octa Core,12th Gen,Yes,512 GB,16 GB,DDR5,1115G4,2.4 GHz with Turbo Boost Upto 4.2 GHz,12 MB,NVIDIA GeForce RTX RTX 3050,64 bit,Windows 11 Home,Windows 11 Home,Yes,2x USB 3.0,1 x HDMI Port,No,39.62 cm (15.6 Inch),1920 x 1080 Pixels,"IPS FHD Display (300nits peak brightness, 100% sRGB, NTSC 72%)",Built In Dual Speakers,Built-in Dual Microphones,"Wi-Fi 6 11ax, 2x2",v5.2,356.67 x 233.13 x 17.9 mm,1.66 kg,Not Available,HD,"Backlit, English",Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,2 Year,Upto 6 Hrs.,30 W USB-C Power Adapter,Intel SoC (System on Chip) Platform,3200 MHz,2,64,NA,NVMe PCIe M.2,Sonic Master,"High Definition (HD) Audio, Realtek ALC3287 codec",No,"Energy Star Certified, EPEAT Silver Registered",Touchpad,NA,"Google Assistant Voice-recognition Support, TYPE-C, 45W AC Adapter, Output: 15V DC, 3A, 45W, Input: 100~240V AC 50/60Hz Universal",GDDR6,2 GB,2 Slots,144 Hz,"Gigabit Ethernet, Wake-on-LAN Ready",16 GB,,,1 Year,Yes,Kensington Lock Port,1 TB,,,1 Year McAfee,No,,,,5400,,,No,,,,,,,,
43,"₹50,990","Laptop, Power Adaptor, User Guide, Warranty Documents",ideapad 3 14ALC6UB,82KT00GLIN,K513EA-L523WS,IdeaPad 3,Abyss Blue,Thin and Light Laptop,Processing & Multitasking,3 Cell,Yes,AMD,Ryzen 5 Hexa Core,12th Gen,Yes,256 GB,8 GB,DDR4,1255U,"Base Frequency 3.30 GHz, Max Turbo Boost Frequency Up to 4.4 GHz",8,AMD Radeon Radeon,64 bit,Windows 11 Home,Windows 11 Home,Yes,2 x USB 3.0,1x HDMI 1.4 port,No,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD+ WVA Truelife Touch Narrow Border 250 nits, Dell Active Pen",Built-in Speakers,Built-in array microphones,Wi-Fi 6(802.11ax) 2x2,v5.0,323.3 x 14.8 x 211.1 mm,1.24 kg,Not Available,HD 720p with Privacy Shutter,Backlit Chiclet Keyboard with Num-key,Yes,2 Years Onsite�Warranty,Carry-In Warranty,Manufacturing Defects,Physical Damage,1 Year,Upto 11 hours,180W Adapter,Intel SoC Platform,4800 MHz,8,64,Yes,PCIe NVMe,High Definition (HD) Audio,Dolby Audio,No,Firmware TPM 2.0,Trackpad with Windows Precision Driver,"Microsoft Office Home 2019 & Office 365, HP Documentation, HP SSRM, HP Smart",Integrated 45Wh Battery,GDDR6,4 GB,2,240 Hz,Available,32,,,1 Year,Yes,Kensington Lock Port,1 TB,,,1 Year McAfee,No,,,,7200,,,No,,,,,,,,
44,"₹30,990","Laptop, Power Adaptor, User Guide, Warranty Documents",XL21,71008300181,SF314-512,IdeaPad 1,Aurora Green,Thin and Light Laptop,"Entertainment, Everyday Use, Performance, Processing & Multitasking, Travel & Business",3,No,Intel,Core i3,12th Gen,Yes,256 GB,8 GB,LPDDR4X,1235U,1.7 GHz upto max turbo frequency at 4.1 Ghz,6,Intel Integrated UHD Graphics,64 bit,Windows 11 Home,Windows 10 Home,Yes,"1 x USB 3.2 Gen 1 Type-A , 2 x USB 3.2 Gen 2, 2 x Type-C with PowerDelivery",1x HDMI 1.4b,No,35.56 cm (14 inch),1920 x 1080 Pixels,"FHD, TN 250nits Anti-glare",Yes,Dual Array Microphone,"Killer Wireless Wi-Fi 6E 1675i, 802.11 a/b/g/n/ac/ax wireless LAN",v5.1,314 x 227 x 17.8 mm,1.58 Kg,Not Available,720p HD Webcam,80-/81-/84-key Acer keyboard layout with international language support including indicators of CapsLock and F4/Microphone mute,No,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,2 Year,Not Available,"65W Round Tip (2-pin, Wall-mount)",Intel SoC Platform,3200 MHz,12,64 Bit,1x 4-in-1 Card Reader,PCIe 3.0 NVMe M.2,Sonic Master,Waves Maxx Audio Pro,No,Firmware TPM 2.0,Multigesture Touchpad,Office Home and Student 2021,Li-ion Battery,GDDR5,4 GB,2,120 Hz,Yes,16,,,1 Year,Yes,Kensington Lock Slot,1 TB,,,McAfee,No,,,,5400,,,No,,,,,,,,
45,"₹32,990","Laptop, Power Adaptor, User Guide, Warranty Documents",XL25,71008300670,14ITL05,TUF Gaming A15,Red,Thin and Light Laptop,Processing & Multitasking,3 Cell,No,Intel,Core i3,12th Gen,Yes,512 GB,8 GB,LPDDR4X,1135G7,3.5,12 MB,Intel Integrated UHD,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1 (support data transfer, Power Delivery 3.0, and DisplayPort 1.2)",1x HDMI 2.0b,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD (0.2ms response time, 600nits peak brightness, 100% DCI-P3 color gamut 1,000,000:1 VESA CERTIFIED Display HDR True Black 600 1.07 billion colors PANTONE Validated, Glossy display 70% less harmful blue light)",Dual Stereo Speakers,Built-in array microphone,"11ac, 2x2",v 5.1,359.2 x 236.5 x 19.9 mm,1.57 Kg,Not Available,1080p HD Webcam,"Non-backlit, English",No,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"3 cell, 53.5Whr",65 W AC Adapter,Intel SoC Platform,3200 MHz,4,64,1x Micro SD card reader,M.2 NVMe™ PCIe® 3.0 SSD,Sonic Master,"High Definition (HD) Audio, Realtek ALC3287 codec",No,"BIOS Booting User Password Protection, Trusted Platform Module (Firmware TPM), Trusted Platform Module (TPM) 2.0, Fingerprint sensor integrated with Power Key",Force Touch Trackpad,"Acer Care Center, Acer Product Registration, Planet9, PredatorSense",41 Wh Li-ion Battery,GDDR6,4 GB,2,165 Hz,10/100/1000 Mbps,Upto 24 GB,,,1 Year,No,Kensington Lock Port,512 GB,,,McAfee Multi Device Security 15 Months Subscription,No,,,,5400,,,No,,,,,,,,
46,"₹94,990","Laptop, battery, adapter, cables and user manuals",Inspiron 7420,D560779WIN9S,15ADA7,Book (Slim),Platinum Silver,Thin and Light Laptop,Processing & Multitasking,3 Cell,Yes,Intel,Core i7,11th Gen,Yes,512 GB,16 GB,DDR5,1240P,4.0 GHz max boost,6,NVIDIA GeForce MX550,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x USB 3.2 Gen 1 Type-A,1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1 x HDMI 1.4,Yes,35.56 cm (14 Inch),1920 x 1080 Pixel,"QHD with IPS (In-Plane Switching) technology, High-Brightness (300nits) Acer ComfyView LED-backlit TFT LCD, 16:9 Aspect Ratio, Color Gamut sRGB 100%",Built-in Speakers,Built-in microphone,"11ac, 2x2",v5.2,359 x 235 x 17.9 mm,1.63 Kg,Not Available,720p with Privacy Shutter,"Non-backlit, English",Yes,1 Year Onsite Hardware Service,Onsite,Manufacturing Defects,Accidental Damage,1 Year,Upto 8 hours,65W Type-C Adaptor,Intel Integrated SoC,3200 MHz,2,64,1 x card reader,NVMe PCIe,High Definition (HD) Audio,Waves Maxx Audio Pro,No,"Energy Star 8.0, ErP Lot 3, RoHS Compliant, Firmware TPM 2.0",Touchpad,Microsoft Office Home & Student,Integrated 45Wh,GDDR6,8 GB,2,120 Hz,Yes,Upto 16 GB,,,1 Year,Yes,Kensington Lock Port,1 TB,,,NA,No,,,,5400,,,No,,,,,,,,
47,"₹58,490","Laptop, Power Adaptor, User Guide, Warranty Documents",15IAU7,82RK0062IN,FA506IHRZ-HN112W,Vivobook 15 OLED (2022),Arctic Grey,Thin and Light Laptop,Processing & Multitasking,3,Yes,Intel,Core i5,11th Gen,Yes,256 GB,8 GB,DDR4,1115G4,3.0GHz with Turbo Boost Upto 4.1GHz,11,Intel Integrated UHD Graphics,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x USB Type-C (DC-in) / Thunderbolt 4 ports, 1 x USB 3.2 Gen 1 port with power-off charging,1 x USB 3.2 Gen 1 port",1 x HDMI Port (v1.4b),No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD TN 220nits Anti-glare,Two built-in stereo speakers,Built-in Dual Array Microphone,Wi-Fi 6(802.11ax) (Dual band) 2x2,v5.2,321 x 210.8 x 15.9 mm,1.80 kg,Not Available,HD 720p with Privacy Shutter,Backlit Chiclet Keyboard 1-Zone RGB,Yes,2 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,Upto 7 hours,65W Round Tip (3-pin),AMD SoC Platform,3200 MHz,12,64,1 x card reader,NVMe PCIe,Realtek ALC3287,"1.5W x 2, Dolby Audio",Yes,Firmware TPM 2.0,Touchpad,Office Home and Student 2021,76WHrs Li-ion Battery,GDDR6,4 GB,2,300 Hz,Yes,16,,,1 Year,Yes,Kensington Lock Slot,1 TB,,,McAfee,No,,,,5400,,,No,,,,,,,,
48,"₹64,990","Laptop, Power Adaptor, User Guide, Warranty Documents",K513EA-L523WS,90NB0SG2-M00BK0,RMNB1001,Ideapad Slim 5,Transparent Silver,Thin and Light Laptop,Processing & Multitasking,3 cell,Yes,Intel,Core i5,12th Gen,Yes,512 GB,16 GB,DDR4,3250U,"Base Frequency 3.30 GHz, Max Turbo Boost Frequency Up to 4.40 GHz",6,Intel Integrated Iris Xe,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x USB 2.0, 2 x USB 3.2 Gen 1",1 x HDMI Port,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"FHD, TN 220nits Anti-glare",Built-in Dual Speakers,Built-in Dual Microphone,Wi-Fi 6(802.11ax) (Dual band) 2*2,v5.0,327.1 x 241 x 19.9 mm,1.25 kg,Not Available,720P HD camera,Backlit Keyboard,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,Upto 6.7 Hours,65W AC Adapter,Intel SoC Platform,3200 MHz,4,64Bits,1x Card reader,NVMe PCIE 3.0 SSD,High Definition Audio,"High Definition (HD) Audio, 2 W x 2 Stereo Speakers, Nahimic Audio",No,BIOS Administrator Password and User Password Protection Trusted Platform Module (Firmware TPM),Trackpad with Windows Precision Driver,"HP Documentation, HP BIOS recovery, HP Smart, Microsoft Office Home & Student 2021",42WHrs,GDDR6,6 GB,2,60 Hz,Yes,Upto 12GB,,,1 Year,Yes,Kensington Lock Slot,1 TB,,,McAfee,No,,,,5400,,,No,,,,,,,,
49,"₹64,990","Laptop, Power Adaptor, User Guide, Warranty Documents",SF314-512,NX.K0FSI.002,X1505ZA-L1511WS,Extensa,Pure Silver,Thin and Light Laptop,"Entertainment, Everyday Use, Performance, Processing & Multitasking, Travel & Business",4,Yes,Intel,Core i5,10th Gen,Yes,256 GB,8 GB,LPDDR4X,AMD R5-4600H,2.0 GHz with Turbo Boost Upto 4.1 GHz,12,Intel Integrated Iris Xe,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C® 3.2 Gen 1 (support data transfer only)",1x HDMI (4K@60Hz),No,35.56 cm (14 Inch),2560 x 1440 Pixel,"FHD, LED Backlit LCD, Value IPS-level (Brightness 250 nits, NTSC% 45%, SRGB % 62.5%)",Dual Stereo Speakers,Three-mic Array with Directional Beamforming,IEEE 802.11ax (2x2),v5.2,360.2 x 236 x 17.9 mm,1.5 kg,Not Available,720p HD camera With privacy shutter,Backlit Chiclet Keyboard with Num-key,Yes,1 Year International Travelers Warranty (ITW),Onsite,Manufacturing Defects,Physical Damage,1 Year,Not Available,65W AC Adapter,AMD SoC Platform,3200 MHz,6,64 bit,Yes,PCIe NVMe M.2,High Definition (HD) Audio,Dolby Audio,No,Firmware TPM 2.0,Touchpad with Multi-touch Gesture Support,Microsoft Office (Trial Only),"4-Cell Battery, 54WHr",GDDR6,4 GB,2 Slots,300 Hz,Killer Ethernet E2600,16,,,1 Year,Yes,Kensington Lock Port,1 TB,,,NA,No,,,,5400,,,No,,,,,,,,
50,"₹33,990","Laptop, Power Adaptor, User Guide, Warranty Documents",14ITL05,81X700CWIN|81X700ECIN,EX 215-54,2022 MacBook AIR,Platinum Grey,Thin and Light Laptop,Processing & Multitasking,4 Cell,Yes,Intel,Core i3,12th Gen,Yes,512 GB,8 GB,DDR4,1115G4,"Base Clock 1.70 Ghz, Max Turbo Boost Frequency Up to 4.10 GHz",8,Intel Integrated UHD,64 bit,Windows 11 Home,Windows 11 Home,Yes,"3x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C support DisplayPort",1x HDMI 1.4b,No,35.56 cm (14 inch),1920 x 1080 pixel,"2K QHD, IPS LCD Display ( 400nits peak brightness, 100% sRGB,3:2 aspect ratio, Full Vision Display)",2 Speaker System,Yes,802.11a/b/g/n/ac wireless LAN,v5.0,359 x 256 x 24.5 mm,1.6 Kg,Not Available,"720P HD Webcam (with Privacy Shutter, Fixed Focus)",English Backlit Keyboard,No,2 Year Onsite�Warranty,Onsite,Manufacturer’s warranty against faulty workmanship or defective parts,(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty,1 Year,Upto 12 Hours,65W Round Tip Adapter,Intel SoC Platform,3200 MHz,4,64,1x Card reader,PCIe NVMe,High Definition (HD) Audio,"AI Noise Canceling Technology, Dolby Atmos",Yes,"IR Webcam with Windows Hello Support, Trusted Platform Module (Firmware TPM)",Keyboard,Office Home and Student 2021,"42WHrs, 3S1P, Li-ion Battery",GDDR6,4 GB,2,300 Hz,100/1000M,16,,,2 Year,Yes,Kensington Lock Port,1 TB,,,McAfee,Yes,,,,5400,,,No,,,,,,,,
51,"₹36,900","Laptop, Power Adaptor, User Guide, Warranty Documents",15ADA7,82R10049IN,MacBook Air,Katana GF66,Cloud Grey,Thin and Light Laptop,Processing & Multitasking,3 Cell,Yes,AMD,Ryzen 3 Dual Core,11th Gen,Yes,1 TB,8 GB,DDR4,1235U,4.50,2,AMD Radeon Radeon,64 bit,Windows 11 Home,Windows 11 Home,Yes,TypeC x 2 USB 3.2 Gen 2; TypeA x 1 USB 3.2 Gen 1,1 x HDMI 1.4 port,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD OLED 16:9 aspect ratio, 0.2ms response time, 550nits HDR peak brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 500, 1.07 billion colors, PANTONE Validated, Glossy display, 70% less harmful blue light, TÜV Rheinland-certified, SGS Eye Care Display","Harman, Built-in Dual Speakers",Dual Array Microphone,802.11ax Wi-Fi 6 wireless networking,v5.0,307.2 x 228.9 x 15.5 mm,2.30 Kg,Not Available,"HD webcam with 1280 x 720 resolution, 720p HD audio/video recording, High dynamic range imaging (HDR)","100-/101-/104-key FineTip keyboard with independent numeric keypad, international language support, and power button",Yes,2 Years Onsite�Warranty,Onsite,Manufacturing Defects,Physical Damage,2 Year,Upto 18 Hours,135W Slim Tip (3-pin),Intel SoC Platform,3200 MHz,10,64,1x Micro SD card reader,NVMe PCIE 3.0 SSD,"High Definition (HD) Audio, Realtek ALC3287 Codec",SonicMaster with Cortana and Alexa voice-recognition support,No,"BIOS Booting User Password Protection, BIOS Setup User Password, Trusted Platform Module (Firmware TPM)",Multigesture Touchpad,Microsoft Office Home and Student 2021,Integrated 80Wh Battery,GDDR6,4 GB,2,120 Hz,10/100/1000 GbE LAN,16 GB,,,1 Year,Yes,Kensington Lock Port,1 TB,,,McAfee,No,,,,5400,,,No,,,,,,,,
52,"₹59,990","Laptop, Power Adaptor, User Guide, Warranty Documents",FA506IHRZ-HN112W,90NR07G7-M00BT0,Katana GF66 12UD,IdeaPad 3,Graphite Black,Gaming Laptop,Gaming,3 Cell,No,AMD,Ryzen 5 Hexa Core,12th Gen,Yes,256 GB,8 GB,DDR4,4700U,4.2,12,NVIDIA GeForce GTX 1650,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2,x USB 3.2 Gen 1 Type-A",1 x HDMI 2.0b,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD LED Backlit Anti-glare TN Display (300 nits Brightness, 16:9 Aspect Ratio, 45% NTSC Color Gamut)",Built-in Speakers,Built-in Microphone,Intel Wi-Fi 6 AX201(2*2 ax),v5.1,356.8 x 227.6 x 19.9 mm,1.38 kg,Not Available,1080p FaceTime HD camera,Backlit Magic Keyboard,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,2 Year,Up to 12 hours,45W AC Adapter,AMD SoC Platform,3200 MHz,4,64,NA,PCIe NVMe,High Definition Audio,Dolby Audio,No,"BIOS Booting User Password Protection, BIOS Setup User Password, Trusted Platform Module (Firmware TPM)",Touchpad,Microsoft Office Home & Student 2021,Integrated 45Wh Battery,GDDR6,4 GB,2 Slots,144 Hz,100/1000 MBPS,16,,,1 Year,Yes,) 1.00 kg Security Kensington Security Slot,1 TB,,,NA,No,,,,5400,,,No,,,,,,,,
53,"₹36,990","Laptop, Power Adaptor, User Guide, Warranty Documents",RMNB1001,130290120016,15ITL6,Vivobook Ultra 14 (2022),Real Gray,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",3 Cell,No,Intel,Core i3,12th Gen,Yes,512 GB,8 GB,DDR4,1115G4,1.7 GHz upto max turbo frequency at 4.1 Ghz,12,Intel Integrated UHD,64 bit,Windows 10 Home,Windows 11 Home,Yes,"2 x USB 3.2 (1st Gen) (One Always on), 1 x USB 3.2 Type C (1st Gen) (with the Function of PD 3.0 and DP 1.2)",1x HDMI 1.4b,No,35.56 cm (14 inch),2160 x 1440 Pixel,"Full HD, High-brightness Acer ComfyViewTM LED-backlit TFT LCD",Built-in Dual Speakers,Built-in Microphone,"Wi-Fi 6 11ax, 2x2",v5.1,321.57 x 211.59 x 17.9 mm,1.7 Kg,Not Available,HD type (30fps@720p),Single Backlight Keyboard (Red),Yes,1 Year Domestic Warranty,Carry-in to Realme Service Center or Reach our Customer Support,Manufacturing Defects,Physical Damage,1 Year,Upto 11 hours,65W Round Tip (3-pin),Intel SoC Platform,3200 MHz,2,64,1x Micro SD card reader,NVMe PCIe,High Definition (HD) Audio,DTS Audio Processing,No,Firmware TPM 2.0,Force Touch Trackpad,Microsoft Office Home & Student 2021,"56WHrs, 4S1P, 4-cell Li-ion",GDDR6,2 GB,2 Slots,120 Hz,100/1000M,Upto12 GB,,,1 Year,Yes,Kensington Lock Port,1 TB,,,McAfee,No,,,,3200,,,No,,,,,,,,
54,"₹68,990","Laptop, User manual, Adapter",X1505ZA-L1511WS,90NB0ZB1-M002R0,K413EA-EB303WS,Zenbook 14 OLED (2022) Intel EVO,Indie Black,Thin and Light Laptop,Processing & Multitasking,3,Yes,Intel,Core i5,10th Gen,Yes,512 GB,16 GB,DDR4,Apple M2 Chip,Base Frequency 1.7 GHz Max Turbo Frequency Upto 4.4 GHz,4 MB,Intel Integrated Iris Xe,64 bit,Windows 11 Home,Windows 11 Home,Yes,"2 x USB 3.2 Gen 1 Port, 1 x USB 2.0 Port",1 x HDMI 1.4b,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Liquid Retina Display, LED-backlit display with IPS technology, 500 nits brightness, Wide colour (P3), True Tone technology",Two built-in stereo speakers,Dual Array Microphone,Wi-Fi 6(802.11ax),v5.0,363.4 x 238.4 x 19.9 mm,1.39 kg,Not Available,HD 720p with Privacy Shutter,"Backlit, English",Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,No,"65W Round Tip (2-pin, Wall-mount)",Apple M1 Max chip,2400 MHz,10,64,1x 4-in-1 Card Reader,PCIe NVMe,"High Definition (HD) Audio, Realtek ALC3287 codec",Realtek ALC233,Yes,Firmware TPM 2.0,Force Touch Trackpad,Office Home and Student 2021,70 WHrs Li-ion Battery,DDR5,6 GB,DDR4 SO-DIMM * 2,60 Hz,Yes,32 GB,,,1 Year,Yes,Kensington Lock Slot,1 TB,,,McAfee Multi Device Security 15 Months Subscription,No,,,,7200,,,No,,,,,,,,
